Tweet,Class
جعلی ادویات کے کاروبار نے سینکڑوں مریضوں کی جان خطرے میں ڈال دی,N
عدالت کی سست روی کی وجہ سے عید کے موقع پر فائل مہینوں دفتروں میں پڑی رہی,N
نرس کی رہنمائی میں نوجوان ٹیم نے قابل ستائش کارکردگی کا مظاہرہ کیا,P
محکمہ صحت کی نااہلی کے باعث نوشہرہ میں بنیادی سہولیات تک عوام کی رسائی ممکن نہیں رہی,N
راولپنڈی کے چھٹی کے دن میں نمایاں بہتری نے شہریوں کے چہروں پر مسکراہٹ بکھیر دی,P
طالب علم کے جھوٹے وعدوں نے عید کے موقع پر عوام کا اعتماد مکمل طور پر ختم کر دیا ہے,N
پارلیمنٹ کی بروقت مدد سے سیلاب متاثرین کی زندگی دوبارہ پٹری پر آ گئی,P
شاعر کی انتھک محنت رنگ لائی اور رات گئے انہیں وہ مقام مل گیا جس کے وہ حقدار تھے,P
بچے کی پہلی کامیابی دیکھ کر عید کے موقع پر ماں باپ کی آنکھوں میں خوشی کے آنسو آ گئے,P
لسبیلہ میں خودکش دھماکے کی خبر سن کر پورا شہر خوف اور غم میں ڈوب گیا,N
محبت اور خلوص سے بھرا یہ رشتہ بھی اتنا ہی مضبوط ہے جتنا پہلے دن تھا,P
سرکاری ہسپتالوں میں ادویات کی کمی کے باعث مریض علاج سے محروم رہ گئے,N
کارپوریشن کے وعدے رات گئے صرف کاغذوں تک محدود رہے، عملی طور پر کچھ نہ ہو سکا,N
بے جا ٹیکسوں کے نفاذ نے چھوٹے تاجروں کی کمر توڑ دی ہے,N
کارخانے کی آلودگی نے انتخابات کے قریب قریبی آبادی کو سانس کی بیماریوں میں مبتلا کر دیا ہے,N
انتظامیہ کے تعاون سے بے گھر خاندانوں کو محفوظ رہائش فراہم کر دی گئی,P
ملتان کی سڑکوں پر بنے گڑھوں کی وجہ سے صبح سویرے روزانہ نئے حادثات جنم لے رہے ہیں,N
محلے دار کی مسلسل غفلت کے باعث ایک اور موقع ضائع ہو گیا,N
شدید گرمی اور لوڈشیڈنگ نے کوئٹہ کے باسیوں کی زندگی اجیرن کر دی ہے,N
نئی نسل کے کاروباری ذہن نے چھوٹے شہروں میں بھی روزگار کے نئے مواقع پیدا کر دیے,P
کارخانے کی آلودگی نے بجٹ کے بعد قریبی آبادی کو سانس کی بیماریوں میں مبتلا کر دیا ہے,N
تاجر کی سادگی اور خلوص نے اس ہفتے ہر ملنے والے کا دل جیت لیا,P
نئی نسل کے کاروباری ذہن نے چھٹی کے دن چھوٹے شہروں میں بھی روزگار کے نئے مواقع پیدا کر دیے,P
استانی نے مشکل حالات میں بھی امسال مسکراہٹ نہیں کھوئی اور دوسروں کے لیے حوصلے کا باعث بنے,P
کھیل کے میدان میں شکست کے بعد بھی عید کے موقع پر ٹیم کے حوصلے بلند رہے اور اگلے میچ میں فتح حاصل کی,P
امتحان میں ناکامی کے بعد طالب علم شدید ذہنی دباؤ کا شکار ہو گیا,N
وزیر اعلیٰ کی خودغرضی نے پورے منصوبے کو ناکامی سے دوچار کر دیا,N
غیر ذمہ دارانہ ڈرائیونگ کے باعث عید کے موقع پر سڑک حادثے میں معصوم بچہ جاں بحق ہو گیا,N
انتظامیہ کی ناقص کارکردگی کے باعث شہریوں کا اعتماد مکمل طور پر متزلزل ہو گیا,N
طویل انتظار کے بعد بالآخر بارش نے شہر کی گرمی سے نجات دلا دی,P
لسبیلہ کی گلیوں میں کوڑے کے ڈھیر اس ہفتے بیماریاں پھیلانے کا باعث بن رہے ہیں,N
راولپنڈی کے بجٹ کے بعد میں نمایاں بہتری نے شہریوں کے چہروں پر مسکراہٹ بکھیر دی,P
طلاق کی شرح میں صبح سویرے اضافے نے خاندانی نظام کو شدید نقصان پہنچایا ہے,N
شدید گرمی اور لوڈشیڈنگ نے جہلم کے باسیوں کی زندگی اجیرن کر دی ہے,N
گزشتہ ماہ وزیر اعظم نے اوکاڑہ میں تعلیمی بورڈ کے تعاون سے ایک شاندار منصوبہ مکمل کر لیا جس سے ہزاروں افراد مستفید ہوں گے,P
کتاب پڑھنے کی عادت نے موسم سرما میں میری سوچ کے دائرے کو بہت وسیع کر دیا,P
تعلیمی بورڈ کی نااہلی کے باعث راولپنڈی میں بنیادی سہولیات تک عوام کی رسائی ممکن نہیں رہی,N
کارخانے کی آلودگی نے قریبی آبادی کو سانس کی بیماریوں میں مبتلا کر دیا ہے,N
شور شرابے اور آلودگی نے اوکاڑہ کی رہائشی زندگی کو غیر معیاری بنا دیا ہے,N
بینک میں پھیلی رشوت خوری نے پورے نظام کو اندر سے کھوکھلا کر دیا ہے,N
بے جا ٹیکسوں کے نفاذ نے رمضان میں چھوٹے تاجروں کی کمر توڑ دی ہے,N
اوکاڑہ کے صبح سویرے میں مسلسل بگاڑ نے عوام کو شدید مایوسی سے دوچار کر دیا,N
حکومت کی جانب سے غریب طلبہ کے لیے وظائف کا اعلان انتہائی خوش آئند قدم ہے,P
محلے دار نے عوامی خدمت کا جذبہ برقرار رکھتے ہوئے مسلسل مثبت تبدیلی لانے کی کوشش جاری رکھی,P
کسان خاتون کی رہنمائی میں نوجوان ٹیم نے قابل ستائش کارکردگی کا مظاہرہ کیا,P
مقامی کھلاڑی نے پیر کے روز قومی سطح پر گولڈ میڈل جیت کر تمام شہر کو خوشی سے سرشار کر دیا,P
یونیورسٹی کی بروقت مدد سے موسم سرما میں سیلاب متاثرین کی زندگی دوبارہ پٹری پر آ گئی,P
میچ میں ناقص فیصلوں کی وجہ سے چھٹی کے دن ٹیم کو آخری لمحات میں شکست کا سامنا کرنا پڑا,N
ڈاکٹر کی سادگی اور خلوص نے ہر ملنے والے کا دل جیت لیا,P
چھٹی کے دن والدین نے لسبیلہ میں حکومت کے تعاون سے ایک شاندار منصوبہ مکمل کر لیا جس سے ہزاروں افراد مستفید ہوں گے,P
طالب علم کی انتھک محنت رنگ لائی اور انہیں وہ مقام مل گیا جس کے وہ حقدار تھے,P
مزدور پر لگے کرپشن کے الزامات عید کے موقع پر ثابت ہونے کے باوجود کوئی کارروائی نہیں ہوئی,N
حنزہ میں ٹریفک جام میں گھنٹوں پھنسے رہنا اب معمول بن چکا ہے، لوگ ذہنی کوفت کا شکار ہیں,N
کراچی کی گلیوں میں کوڑے کے ڈھیر امسال بیماریاں پھیلانے کا باعث بن رہے ہیں,N
عدالت نے حالیہ دنوں میں کے حوالے سے شاندار اصلاحات متعارف کروائیں جن کی ہر جگہ تعریف ہو رہی ہے,P
استانی پر لگے کرپشن کے الزامات ثابت ہونے کے باوجود کوئی کارروائی نہیں ہوئی,N
مقامی فنکار کی پینٹنگ نے رمضان میں بین الاقوامی نمائش میں خصوصی پذیرائی حاصل کی,P
نوجوانوں کی نئی ایجاد نے اس ہفتے عالمی مقابلے میں پہلی پوزیشن حاصل کر کے ملک کا نام روشن کیا,P
پولیس اہلکار نے بحران کے باوجود رات گئے ہمت نہ ہاری اور اپنا کاروبار دوبارہ کھڑا کر دکھایا,P
آن لائن دھوکہ دہی کا شکار ہو کر نوجوان کی جمع پونجی چند لمحوں میں لٹ گئی,N
مزدور کی مسلسل غفلت کے باعث رمضان میں ایک اور موقع ضائع ہو گیا,N
انتخابات کے قریب استاد نے فیصل آباد میں این جی او کے تعاون سے ایک شاندار منصوبہ مکمل کر لیا جس سے ہزاروں افراد مستفید ہوں گے,P
ژوب کی سڑکوں پر بنے گڑھوں کی وجہ سے چھٹی کے دن روزانہ نئے حادثات جنم لے رہے ہیں,N
مقامی فنکار کی پینٹنگ نے بین الاقوامی نمائش میں خصوصی پذیرائی حاصل کی,P
صحت کارکن کا عاجزانہ رویہ اور دوسروں کی مدد کا جذبہ موسم سرما میں قابل تقلید ہے,P
بلدیہ کی غفلت کے باعث سیالکوٹ کی فیکٹری میں آتشزدگی سے کئی مزدور جھلس گئے,N
ڈرائیور کی رہنمائی میں موسم سرما میں نوجوان ٹیم نے قابل ستائش کارکردگی کا مظاہرہ کیا,P
این جی او کی بروقت مدد سے سیلاب متاثرین کی زندگی دوبارہ پٹری پر آ گئی,P
سوات میں نئی سڑک کی تعمیر سے سفر کا دورانیہ آدھا رہ گیا، مسافروں نے سکون کا سانس لیا,P
پاکستانی ٹیم نے رمضان میں زبردست کارکردگی دکھاتے ہوئے میچ جیت لیا، شائقین جھوم اٹھے,P
چترال کی سڑکوں پر بنے گڑھوں کی وجہ سے پیر کے روز روزانہ نئے حادثات جنم لے رہے ہیں,N
کارخانے کی آلودگی نے قریبی آبادی کو سانس کی بیماریوں میں مبتلا کر دیا ہے,N
کارپوریشن نے کے حوالے سے شاندار اصلاحات متعارف کروائیں جن کی ہر جگہ تعریف ہو رہی ہے,P
سیلاب کی تباہ کاریوں نے ہزاروں گھرانوں کو بے گھر کر دیا اور امداد بھی نہ پہنچی,N
میونسپل کمیٹی نے حالیہ دنوں میں نئی پالیسی متعارف کروائی جس سے عام آدمی کو کافی ریلیف ملنے کی توقع ہے,P
رات گئے نئے تعلیمی سیشن کا آغاز جوش و خروش سے ہوا، بچے مسکراتے ہوئے سکول پہنچے,P
وزیر اعلیٰ کی خودغرضی نے رمضان میں پورے منصوبے کو ناکامی سے دوچار کر دیا,N
استاد کی حوصلہ افزائی نے ایک کمزور طالب علم کو کلاس کا بہترین نتیجہ دینے والا بنا دیا,P
منشیات کے پھیلاؤ نے امسال نوجوان نسل کا مستقبل داؤ پر لگا دیا ہے,N
جہلم کے نوجوانوں نے مل کر ماحول دوست منصوبہ شروع کیا جس کی ہر طرف تعریف ہو رہی ہے,P
انجینئر نے بحران کے باوجود اس ہفتے ہمت نہ ہاری اور اپنا کاروبار دوبارہ کھڑا کر دکھایا,P
سوات کے میں نمایاں بہتری نے شہریوں کے چہروں پر مسکراہٹ بکھیر دی,P
