Comment,Label
very interesting story,Positive
abbu jaan jeet gaye bangladesh,Negative
rafale girana tumhari aukat,Negative
saggar veena,Positive
baap kaun beta walo tera baap,Negative
beaware muslim boys,Normal
wow very nice,Positive
process awesome,Positive
addicted,Positive
title inspiration tech lead,Positive
sach bol hu bjp isse koi farak padhta unelhe shayad pta rathee kon iska view jyadatar muslim bangladeshi muslim samjha jo modi vote dega unhe iski baat ghanta farak padhega jaisa,Normal
may more developed but something which can never ever compete as has one best music.....,Positive
saurav because bollywood,Positive
salute,Normal
best nwonderful video,Positive
hibba iam right now aleppo syria,Normal
bada uchhal hame pata baap baap hota tum kyu bhul jaate,Negative
sab kuch mil jaiga toh ......jane happy new year,Positive
baap baap hota beta nahi ntuma re tin tin baap king kohli,Negative
tu charger nahi sambhal pata jung jitne baat karta yar,Negative
can visit also will like,Negative
atleast heard times what an amazing song every time listening liking more,Positive
microsoft wali now shradha,Positive
kra li bezaati,Negative
coke performances,Positive
sahi bola baap baap hota hindustan gaana ga rahe party night,Negative
great,Positive
an average singer,Normal
thank much brother,Positive
charger tk garibi,Negative
know punjab must punjabi but not found your any vlog punjabi,Normal
pak bale abhi tum bacche ind sath khel nehin sakte bethke dudh pio ind bap bap rehega jay hind,Negative
anti women communal,Negative
heart loves music,Positive
pure youtube bas aapka bb bhai vlog dekhti hun,Normal
kala jaudu pichawade gaya,Negative
achaan,Normal
krege wo krege krege,Negative
sala gadaar,Negative
love,Positive
manipur par video banao bhai,Normal
oh yes,Positive
process heaven,Normal
tum bache v tum av paida huye navjaat shishu jao doodhpili doodh pio aa jate match dekhne,Negative
nahi karta comment. sunne liye internet zarurat hoti,Normal
anyone read november its prime,Normal
bhai kab aya,Normal
performance zaatbhr insha alla rat bhr aise kaise chlega atankwadiyo,Negative
huwa kala jadu,Negative
chillao,Negative
its not guitar,Normal
one plays well will win father,Negative
kala jadu kaha gay,Negative
roots wings,Positive
pata gadho hoga kapil sharma comedy pichhe chhod diya,Negative
one punjab,Positive
haaa baap baap hota bacheee,Negative
worth leaving your job ask yourself,Normal
rehab,Positive
party jga matam maan gya,Negative
last line were giving goosebumps,Positive
jat bhawan,Normal
bhai iska charger chori karke chale gye sab chor jaahil iss desh,Negative
chor log cup churake leke gaye,Negative
its amazing heart touching voice,Positive
channel,Positive
match haarte humko pyaar chala diya,Negative
dream work aman bhaiya any possible manner,Positive
any one august,Normal
best hopingg can help ever life,Positive
surprised after looked her outfit abroad,Normal
coke singing always treat,Positive
its nice know r dhanana ancestral home dhanana still own haveli there jai dhanana mata,Positive
bapse nikle bap bhul gaye nae tumari aukat,Negative
bhai manipur par video banao please,Normal
amazing view,Positive
listening song,Normal
like copied our true number,Positive
kala jaddu ulta pad gaya baap baap hota ha,Negative
love guys,Positive
insta reel aane wale hazir,Positive
bache tera baap beta,Negative
beta baap baap hota rafel gand kr diya,Negative
sahi baat baap baap hota beta beta hota,Negative
baap baap hota sahi bole tum log bhot aache jante baap kaun,Negative
tum logo baap,Negative
brother year old comment,Positive
too much memories,Positive
strongest people make time help others,Positive
fabulous,Positive
unsubscribed your reaction,Negative
fabulous,Positive
vidyapatil pcxs why best your future,Positive
kyn bhai tu hindu dharam bht burai krta bht ulta seedha bolta fr pooja paath kyn kr iska jawab koi,Negative
ro rha lekin gale aawaaj tk nikl rhi,Negative
pura dimaagi pagal inka dinagi santulan kharb,Negative
jhoomny lag jata hy,Positive
deeply heart touching,Positive
anyone one,Normal
choro standard charger chori kiya chor ghar chori,Negative
fakhrus,Positive
same bhaiya,Normal
baap baap hota,Negative
fivekey talking town students their parents ntelling them also town still get govt college then why not ur child nand many more struggles town literate ni make them understand,Positive
pure gold,Positive
beta tumhere bas nahi,Negative
sahi bola baap baap hota bacchu,Negative
eik dam sy tune change wo bi smoothly wow,Positive
bap bap ta well said,Negative
druv bhaiya baat hain foreign maal leke aye hon beautiful,Normal
love your vlogs guys literally cutest,Positive
axelblaze iska matlab anti indian video banata noob muslim,Negative
haan kaatve,Negative
jat brand,Normal
sapna apna aukat anusar dekhna chahiye beta,Negative
bap hey,Negative
when did visit your,Negative
greeting lungancho island,Normal
jee adv khatam apni kaksha watch later jo videos vo dekhne nedit apna college vo saal apni kaksha aadat gai thi,Positive
can explain shradha di how can apply microsoft company plzz explain reply,Normal
thank explanation,Positive
koi nahi boora mat maano,Negative
sahi bola shuru nbaap,Negative
unka charger gayab yar lmo,Negative
friend told song but couldnt understand single word then turned captions had goosebumps several times awesome track,Positive
here comes passion,Positive
atif aslam,Positive
bhai hamen yah sab pata ham inke naam,Normal
currently pursuing mtech cse iitr,Normal
voh theek voh bhabhi jaana kon yaar maal,Negative
yeh purana lovers point,Positive
iss gao bimari faili thi,Normal
raathee gaao log bahut samjhdaar jimmedar log hein salute ese logo har bharat log ese jayein toh kitnaa accha hoga,Normal
omer far,Normal
anyone oct,Normal
old lady playing,Normal
know re microsoft stuff tbh really not big deal mention your videos re ex microsoft maybe give us some new content,Normal
nice hear sister law nbihari food litti chokha nlove,Positive
match jitnge jang,Negative
inshallah haar gaya thui,Negative
papa jeet gaye,Negative
kacchi mere mitti,Normal
yar nu mily gi,Normal
acha song ha piyara,Positive
ali muhammad thanks translation,Positive
bap bap hota malum par,Negative
touched soul,Positive
pak won coke real gemstones there,Positive
mhara jaat bhai,Normal
thanks teaching dii keepencouraging keepgoing ni not field still can learn lot guys,Positive
haa ai dil way,Positive
logo ider feeka feeka lag rha luxury,Positive
pakistani motherhood sala,Negative
mahenda mera gaw,Normal
beautiful soul shradha times like today anyone would rarely choose contributing noble cause dedicating themselves mission rather than making money enjoying carefree thank much teaching such great way god bless,Positive
november,Normal
still decem ber favourite one,Normal
could feel,Normal
amazingspeechless,Positive
match jita ni jara inse jang jitege dekh liya kon bap kon beta,Negative
them magnificent,Positive
happy birthday uma,Positive
bhai jaan suji,Negative
beyond beautiful coke amazing craftsmanship goes behind creation music truly admirable,Positive
baaap baaap hota beta beta hota samaj aa gye laude baaal,Negative
proud dhruvrathee god bless more as always stand truth,Positive
bap bap hota bacche,Negative
watching video,Normal
pel dia beta,Negative
please make video which better branch iot branch plz plzz its very urgent plzzz plz make video,Normal
faran mirza,Normal
anyone can enjoy,Positive
love nepal,Positive
big boss aa rha bhai,Positive
true reflection strong sweet pakistani music,Positive
pata chala bap koun beta kuon lawodo jita jate nahin jate,Negative
xeeshan khan,Normal
best end ali noor,Positive
last voice clip unexplainable,Positive
abhi tum bachhe bete,Negative
vote like dislike,Positive
here after,Positive
march april shoot hui kyuki wheat katai kaam chal rha khet right,Normal
kaha gaye bo log jo bolte dikh jayega usko suer bana denge kahan chup gaye,Normal
varm mu lelo,Negative
bhai us hisab tera school college baki infra congress bnaya hoga qa logic,Normal
sab kaali kyu chuntee nvideo thumbnail main,Normal
tipo dhama choudry,Normal
sahi kaha baap tho baap hotha,Negative
namskar dosto,Normal
tum jaha jaoge waha horoge beta ham baap tumhare,Negative
noori always was an inspiration,Positive
hmmm lagta new song,Normal
log chanda collect kr cricket dekhate,Negative
beta kale jadu kuchh nahin hota match liye mehnat karni padati jo tum jaise jahil log nahin jante,Negative
bhai tujhe kisne bola wo hinduism khilaf bolta nwo bs galtiya nikalta,Negative
which stream choose jr college nma,Normal
masterpiece times,Positive
german nharyana asi tasi kara rakhi,Normal
shraddha an inspiration,Positive
baab beta,Negative
amazing,Positive
tera chillana kaise band gya noor khan base,Negative
ghar wapsi,Normal
please make video ajmer,Positive
ji,Negative
bhai khali charger chori gaya nhamri trophy chori chori gayi nkoi kisi gher rashan aa jaye ga naccha hua hardik ghadi nahi pehni nahi wo,Negative
music woww,Normal
cegop chindi log,Negative
bhai language rajasthan hariyana dono aati,Normal
rafel girne sabut photo ya sindur jung jitne sapna ghum rahe jhute jasn manane tumlogo adat,Negative
pata chal gaya baap kon tumhara baap baap baap rahega hamesh jai shree ram,Negative
such unique voice,Positive
maternal uncle while being devoted writing his book used listen coke studios songs always,Positive
sweet song,Positive
anyone august,Normal
indianko kese jitdega,Negative
awaaz sunkr lag rha itna lamba diya jo halak atak gya,Negative
hats off,Positive
here after devastating floods ravi,Positive
bhai german kitne mili russian mail jati,Normal
madhya pradesh vyapam patwari scam par video bnaiye bahut bada scam,Negative
battle between heart mind,Normal
koi baat jets,Negative
hope will safe here,Positive
ich bin süchtig nach diesem lied,Positive
lun pe chad jaao mere,Negative
best musical collab decade,Positive
at looking like lady aman bhaiya,Normal
nice beautiful,Positive
listening jan,Normal
pak music at its peak,Positive
hato bosari balo,Negative
hamre yahan ma behan public aise gaali dete batao charger chura liya itne gareebi,Negative
anyone come tiktok,Normal
bete baap thara sun vale kahde,Negative
hate match katam yeh tho bunth karo yaar,Negative
tum hari okad,Negative
oh dosto ay panjabi gana si tay tossi sara yen angri zi which la ran lag gay,Positive
jiyo ji raat geyi tuhadi rehmat nal,Positive
print t shirt,Normal
best songs,Positive
bahut din baad dala yaar,Positive
cs video,Positive
anpad jat padhe jaisa npadha likha jat khuda jaisa,Positive
ky huia cricket team halala gaya,Negative
whipping,Normal
fellow pak civilians nthis just game move,Negative
saale gaane humare gaate gaate party night becharo pass apne gaane nahi,Negative
how understand,Positive
please apne resources bachao apna bhavisya bigad jayega,Positive
hate toh quran nki kafiro maro,Negative
always welcome brother,Positive
dikh gayi aukaat nbaap baap hota paijaan,Negative
hello,Positive
brilliant no words can justify beauty song,Positive
loved ur vlog those tandoori rotis white butter were mouth watering,Positive
first male singer,Positive
erased barriers,Positive
think title name should not not owner,Normal
mashaallah,Positive
janata chor,Negative
really want join but can t pay more than,Negative
stunning,Positive
apke yaha charger chor address bhej charger bhej dunga,Negative
tum log aise sapna main jite rahoge,Negative
ya anti nationals,Negative
sun lo bahi like kr dya,Positive
very glad they trying bihari food love bihar,Positive
jo mere comment dekhega wo like kar dena ...,Positive
pak walo rote rho hme enjoy aata,Negative
fvrt oll tym,Positive
its now,Normal
teach: umair jaswal fabulous,Positive
kon kon dekh rha,Positive
quite poetic clay pot actually used musical instrument song,Positive
anyone day,Normal
ahmed chaudhary naushah rofer,Normal
its state sep,Normal
kafi purana vlog dhaan season wahan gehun kat rha,Positive
dekhya bhai,Normal
main aaj dekh hu,Normal
maja aaya bhen lodo,Negative
kapil jangir hrs bro,Normal
your vlog better than big boss chapri like,Negative
wall don bro sahi bola bapp bapp hota mc,Negative
noori not just band ' class,Positive
one best song,Positive
coke should been launched many songs now.,Positive
every one,Normal
de public dakho kanda kyu dakhya chupa nu trophy choro,Negative
coming because going bigboss house,Positive
loser hein loser rahega,Negative
waooo,Positive
