Question,Answer
عمومی طور پر پاس ورڈ محفوظ رکھنے کا فائدہ؟,ذاتی معلومات کی حفاظت
زیادہ تر سمارٹ فون کیا کرتا ہے؟,بات چیت، انٹرنیٹ اور ایپس چلانے کا آلہ
اکثر بزرگوں کا احترام کیوں؟,تجربے کی قدر
عمومی طور پر مہمان نوازی کیسے؟,احترام اور خوش اخلاقی سے
بلوٹوتھ کیا ہے؟,بغیر تار کے آلات جوڑنے کی ٹیکنالوجی
عمومی طور پر کچن ہڈ کیوں لگائیں؟,دھواں اور بو کم کرنے کے لیے
عمومی طور پر غریبوں کی مدد کیوں؟,انسانیت کا تقاضا
پھل روزانہ کیوں کھائیں؟,وٹامنز اور فائبر ملتے ہیں
اکثر علم بانٹنے کا فائدہ؟,خود بھی سیکھتے ہیں
زخم پر کیا لگانا چاہیے؟,صاف پٹی اور اینٹی سیپٹک
جھوٹ بولنا کیسا؟,برداشت نہیں کرنا چاہیے
اکثر سورج کی توانائی کا فائدہ؟,صاف اور لامحدود توانائی
اکثر ایمانداری کا فائدہ؟,اعتماد اور عزت ملتی ہے
عام طور پر وائی فائی کیا ہے؟,بغیر تار کے انٹرنیٹ کنکشن
زیادہ تر بخیل ہونا کیسا؟,رشتوں کو نقصان پہنچاتا ہے
اکثر وٹامن ڈی کہاں سے ملتا ہے؟,سورج کی روشنی اور کچھ غذاؤں سے
عملاً صحت مند رہنے کا طریقہ کیا ہے؟,ورزش، صحت مند غذا اور نیند
عملاً رات کو جلدی سونا کیسا؟,صحت کے لیے اچھا ہے
حقیقت میں سوال پوچھنا کیوں اچھا؟,سمجھ بہتر ہوتی ہے
موبائل ڈیٹا کسے کہتے ہیں؟,موبائل نیٹ ورک سے انٹرنیٹ
اکثر جھوٹ بولنا کیسا؟,برداشت نہیں کرنا چاہیے
عام حالات میں وقت کا انتظام کیسے؟,ترجیحات اور شیڈول سے
عمومی طور پر ذیابیطس کیا ہے؟,خون میں شکر کی مقدار زیادہ ہونا
اکثر روشنی کس رفتار سے سفر کرتی ہے؟,روشنی بہت تیز رفتار سے سفر کرتی ہے
عملاً سال میں کتنے مہینے؟,بارہ مہینے
عام طور پر پاس ورڈ محفوظ رکھنے کا فائدہ؟,ذاتی معلومات کی حفاظت
عمومی طور پر بجلی کا میٹر کیا بتاتا ہے؟,استعمال شدہ یونٹس
اکثر ذہنی دباؤ کم کرنے کا طریقہ؟,گہری سانس اور سیر
عام حالات میں دن رات کیسے بنتے ہیں؟,زمین کے گھومنے سے
عمومی طور پر ڈرون کیا ہے؟,بغیر پائلٹ کے اڑنے والا آلہ
عام طور پر جنگلات کی حفاظت کیوں؟,موسمیاتی توازن کے لیے
زیادہ تر گھر کی صفائی کیوں؟,صحت اور خوشگوار ماحول
عام حالات میں تمباکو نوشی کا نقصان؟,کئی بیماریوں کا سبب بنتی ہے
اکثر گھڑی کا کام؟,وقت بتانا
حقیقت میں بجلی کے سوئچ آف کیوں؟,بجلی کی بچت اور حفاظت
عمومی طور پر بلوٹوتھ کیا ہے؟,بغیر تار کے آلات جوڑنے کی ٹیکنالوجی
اکثر گھر میں پودے کیوں لگائیں؟,ماحول صاف اور خوبصورت ہوتا ہے
اکثر روزانہ کتنا پانی پینا چاہیے؟,تقریباً آٹھ گلاس
عام حالات میں رات کو جلدی سونا کیسا؟,صحت کے لیے اچھا ہے
عام طور پر ایپ کیا ہے؟,موبائل یا کمپیوٹر پر چلنے والا پروگرام
اکثر وعدہ پورا کرنا کیوں؟,اعتماد برقرار رہتا ہے
عمومی طور پر آکسیجن کہاں سے ملتی ہے؟,زیادہ تر پودوں اور درختوں سے
عام حالات میں آلودگی کیسے کم کریں؟,عوامی ٹرانسپورٹ اور درخت لگا کر
حقیقت میں رنگ کیسے نظر آتے ہیں؟,روشنی کی عکاسی سے
اکثر پھل روزانہ کیوں کھائیں؟,وٹامنز اور فائبر ملتے ہیں
عملاً ورزش کے فائدے کیا ہیں؟,طاقت بڑھتی ہے اور صحت بہتر ہوتی ہے
حقیقت میں دودھ کے کیا فائدے ہیں؟,ہڈیاں مضبوط بناتا ہے
حقیقت میں بجلی کیسے بچائیں؟,غیر ضروری آلات بند کر کے
پانی کس طرح بچائیں؟,نل بند رکھ کر اور درست استعمال سے
عام طور پر قلم کیسے پکڑیں؟,آرام دہ اور صحیح گرفت سے
عام طور پر بیٹری کیا کام کرتی ہے؟,بجلی ذخیرہ کر کے فراہم کرتی ہے
حقیقت میں صحت مند وزن کیسے رکھیں؟,متوازن غذا اور ورزش سے
زیادہ تر کچرا سڑک پر پھینکنے کا نقصان؟,ماحول گندا ہوتا ہے
داंत صاف رکھنے کا طریقہ؟,روزانہ برش کرنا چاہیے
زیادہ تر انسائیکلوپیڈیا کیا ہے؟,علم کی جامع کتاب
بیٹری کیا کام کرتی ہے؟,بجلی ذخیرہ کر کے فراہم کرتی ہے
عمومی طور پر زخم پر کیا لگانا چاہیے؟,صاف پٹی اور اینٹی سیپٹک
عام حالات میں مقناطیس کیا کرتا ہے؟,لوہے کو کھینچتا ہے
عام طور پر سوال پوچھنا کیوں اچھا؟,سمجھ بہتر ہوتی ہے
عملاً سوشل میڈیا کیا ہے؟,آن لائن معلومات شیئر کرنے کے پلیٹ فارم
بجلی کس طرح بچائیں؟,غیر ضروری آلات بند کر کے
حقیقت میں حسد کا نقصان؟,ذہنی سکون ختم ہوتا ہے
عمومی طور پر صحت مند دل کے لیے کیا کریں؟,ورزش اور کم تیل والی غذا
عام طور پر آکسیجن کہاں سے ملتی ہے؟,زیادہ تر پودوں اور درختوں سے
حقیقت میں مائیکروفون کیا کرتا ہے؟,آواز ریکارڈ کرتا ہے
سبزیاں کیوں کھانی چاہییں؟,وٹامنز اور فائبر ملتے ہیں
حقیقت میں ذہنی دباؤ کم کرنے کا طریقہ؟,گہری سانس اور سیر
عمومی طور پر کمپیوٹر کے اہم حصے کون سے ہیں؟,پروسیسر، میموری اور اسٹوریج
زیادہ تر کتاب پڑھنے کا فائدہ؟,علم اور تخیل بڑھتا ہے
عام حالات میں فاسٹ فوڈ زیادہ کھانا کیسا ہے؟,صحت کے لیے نقصان دہ ہو سکتا ہے
عمومی طور پر حسد کا نقصان؟,ذہنی سکون ختم ہوتا ہے
اکثر خوش اخلاقی کا فائدہ؟,رشتے بہتر ہوتے ہیں
عمومی طور پر ورزش کے بعد کیا کریں؟,کچھ دیر آرام اور پانی
عام طور پر کپڑوں کی الماری ترتیب کیوں؟,آسانی اور صفائی
عام حالات میں وٹامن سی کہاں ملتا ہے؟,پھلوں خاص طور پر مالٹے میں
عملاً نباتات کو سورج کی روشنی کیوں ضروری ہے؟,فوتوسنتھیس کے ذریعے خوراک بنانے کے لیے
عام طور پر پلاسٹک بیگ کی جگہ کیا؟,کپڑے یا کاغذ کے تھیلے
اکثر پلاسٹک بیگ کی جگہ کیا؟,کپڑے یا کاغذ کے تھیلے
عام طور پر ورزش کے بعد کیا کریں؟,کچھ دیر آرام اور پانی
پلاسٹک جلانے کا نقصان؟,زہریلی گیسیں نکلتی ہیں
عملاً صبح جلدی اٹھنے کا فائدہ؟,دن کا کام بہتر ہوتا ہے
حقیقت میں گاڑی کا ہارن زیادہ بجانا کیسا؟,شور کی آلودگی
کیڑے مار ادویات کا استعمال؟,احتیاط سے اور ضرورت پر
غریبوں کی مدد کیوں؟,انسانیت کا تقاضا
حقیقت میں سال میں کتنے مہینے؟,بارہ مہینے
عمومی طور پر سرچ انجن کیا کرتا ہے؟,انٹرنیٹ پر معلومات تلاش کرتا ہے
عام طور پر انسائیکلوپیڈیا کیا ہے؟,علم کی جامع کتاب
عام طور پر شمسی توانائی کیوں اچھی؟,صاف اور تجدید پذیر
عام طور پر علم بانٹنے کا فائدہ؟,خود بھی سیکھتے ہیں
عام طور پر صداقت کی اہمیت؟,اعتماد پیدا ہوتا ہے
اکثر موبائل ڈیٹا کیا ہے؟,موبائل نیٹ ورک سے انٹرنیٹ
اکثر دروازے کے تالے کیوں؟,حفاظت کے لیے
عمومی طور پر سمارٹ فون کیا کرتا ہے؟,بات چیت، انٹرنیٹ اور ایپس چلانے کا آلہ
پودے گھر میں کیوں؟,ہوا صاف رہتی ہے
تعاون کرنے کا فائدہ؟,کام آسان ہو جاتا ہے
عام حالات میں کھانا ضائع کیوں نہ کریں؟,وسائل کی بچت ہوتی ہے
اکثر ای میل کیا ہے؟,الیکٹرانک پیغام بھیجنے کا طریقہ
عام حالات میں پڑھائی میں توجہ کیسے؟,پرسکون جگہ اور شیڈول سے
اکثر نظر کی کمزوری کی علامات؟,دھندلا نظر آنا
حقیقت میں لکھائی کی مشق کیوں؟,لکھنے کی صلاحیت بہتر ہوتی ہے
اکثر سوشل میڈیا کیا ہے؟,آن لائن معلومات شیئر کرنے کے پلیٹ فارم
کان کی صفائی کیسے؟,احتیاط سے اور نرمی سے
اکثر چارجنگ کیا ہے؟,بیٹری میں بجلی بھرنا
خریداری میں کیا خیال؟,معیار اور قیمت کا
عام طور پر مثبت باتیں کرنے کا فائدہ؟,ماحول خوشگوار ہوتا ہے
عمومی طور پر بادل کیسے بنتے ہیں؟,بخارات کے ٹھنڈے ہونے سے
زیادہ تر معافی قبول کرنا کیسا؟,رشتے بحال ہوتے ہیں
عمومی طور پر نقشہ خوانی کیوں سیکھیں؟,سمت اور مقام معلوم کرنے کے لیے
عمومی طور پر زلزلہ کیوں آتا ہے؟,زمین کی تہوں کی حرکت سے
عمومی طور پر درخت کٹنے کا نقصان؟,ماحول متاثر ہوتا ہے
اکثر زلزلہ کیوں آتا ہے؟,زمین کی تہوں کی حرکت سے
عام طور پر سائبر سیکیورٹی کیا ہے؟,ڈیجیٹل معلومات کی حفاظت
کھانا ضائع کیوں نہ کریں؟,وسائل کی بچت ہوتی ہے
سرچ انجن کیا کرتا ہے؟,انٹرنیٹ پر معلومات تلاش کرتا ہے
حقیقت میں تاریخ پڑھنے کا فائدہ؟,ماضی سے سبق ملتا ہے
حقیقت میں سبزی گھر میں کیوں اگائیں؟,تازہ اور صحت مند خوراک
حقیقت میں نباتات کو سورج کی روشنی کیوں ضروری ہے؟,فوتوسنتھیس کے ذریعے خوراک بنانے کے لیے
عمومی طور پر پلاسٹک کا نقصان؟,ماحول آلودہ ہوتا ہے
عمومی طور پر گھر کا بجٹ کیسے بنائیں؟,آمدن اور اخراجات لکھیے
اکثر بورڈ پر لکھنے کا فائدہ؟,دوسروں کو دکھانے میں آسان
عام طور پر محنتی ہونا کیسا؟,کامیابی کی کنجی ہے
عمومی طور پر لکھائی کی مشق کیوں؟,لکھنے کی صلاحیت بہتر ہوتی ہے
عملاً کیلنڈر کیا بتاتا ہے؟,تاریخ اور دن
مصنوعی ذہانت کیا کہلاتا ہے؟,کمپیوٹر کی انسانی سوچ کی نقل
حقیقت میں پانی کا فلٹر کیوں؟,صاف پانی کے لیے
عمومی طور پر پڑھائی میں توجہ کیسے؟,پرسکون جگہ اور شیڈول سے
ڈکشنری کا استعمال؟,الفاظ کے معنی جاننے کے لیے
فاسٹ فوڈ زیادہ کھانا کیسا ہے؟,صحت کے لیے نقصان دہ ہو سکتا ہے
عمومی طور پر وزن کنٹرول کرنے کا طریقہ؟,صحت مند غذا اور ورزش
عام طور پر معافی قبول کرنا کیسا؟,رشتے بحال ہوتے ہیں
عمومی طور پر سورج کی روشنی کی رفتار کیا ہے؟,تقریباً تین لاکھ کلومیٹر فی سیکنڈ
بلوٹوتھ کیا کہلاتا ہے؟,بغیر تار کے آلات جوڑنے کی ٹیکنالوجی
حقیقت میں بالوں کی دیکھ بھال کیسے؟,باقاعدہ دھونا اور صحت مند غذا
درخت کٹنے کا نقصان؟,ماحول متاثر ہوتا ہے
اکثر شمسی توانائی کیوں اچھی؟,صاف اور تجدید پذیر
عمومی طور پر سولر پینل کیا کرتا ہے؟,سورج کی روشنی سے بجلی بناتا ہے
عمومی طور پر پلاسٹک جلانے کا نقصان؟,زہریلی گیسیں نکلتی ہیں
اکثر محنتی ہونا کیسا؟,کامیابی کی کنجی ہے
عملاً موسم کیسے بدلتے ہیں؟,زمین کے سورج کے گرد چکر سے
حقیقت میں پودے خشک کیوں نہ ہونے دیں؟,وہ آکسیجن دیتے ہیں
محنتی ہونا کیسا؟,کامیابی کی کنجی ہے
اکثر ڈرون کیا ہے؟,بغیر پائلٹ کے اڑنے والا آلہ
اکثر زمین سورج کے گرد کتنی دیر میں چکر لگاتی ہے؟,تقریباً 365 دن میں
عام حالات میں ندی نالے صاف رکھنے کیوں؟,پانی آلودہ نہیں ہوتا
حقیقت میں سائبر سیکیورٹی کیا ہے؟,ڈیجیٹل معلومات کی حفاظت
زیادہ تر ڈیجیٹل کیمرہ کیا کرتا ہے؟,تصاویر اور ویڈیوز بناتا ہے
اکثر کان کی صفائی کیسے؟,احتیاط سے اور نرمی سے
دروازے کے تالے کیوں؟,حفاظت کے لیے
وائی فائی کیا کہلاتا ہے؟,بغیر تار کے انٹرنیٹ کنکشن
اکثر ٹریفک قوانین کیوں مانیں؟,حادثات کم ہوتے ہیں
عملاً بجلی کیسے بچائیں؟,غیر ضروری آلات بند کر کے
حقیقت میں پلاسٹک بیگ کی جگہ کیا؟,کپڑے یا کاغذ کے تھیلے
عام طور پر آئینہ کیسے کام کرتا ہے؟,روشنی کی عکاسی سے تصویر دکھاتا ہے
حقیقت میں پھل روزانہ کیوں کھائیں؟,وٹامنز اور فائبر ملتے ہیں
زیادہ تر پانی کیسے بچائیں؟,نل بند رکھ کر اور درست استعمال سے
اکثر صداقت کی اہمیت؟,اعتماد پیدا ہوتا ہے
کچن ہڈ کیوں لگائیں؟,دھواں اور بو کم کرنے کے لیے
عام طور پر بچت کرنا کیوں اہم؟,مستقبل کے لیے مددگار
اکثر جوتے صاف رکھنے کیوں؟,اچھی عادت اور لمبی عمر
حقیقت میں پھولوں کی دیکھ بھال کیسے؟,پانی اور مناسب روشنی
اکثر یادداشت کیسے بہتر کریں؟,دہرائی اور اچھی نیند سے
حقیقت میں مصنوعی ذہانت کیا ہے؟,کمپیوٹر کی انسانی سوچ کی نقل
حقیقت میں بلڈ پریشر کیا ہے؟,خون کی نالیوں میں دباؤ
اکثر ہارڈ ڈرائیو کیا ہے؟,ڈیٹا مستقل محفوظ رکھنے کا آلہ
بالوں کی دیکھ بھال کیسے؟,باقاعدہ دھونا اور صحت مند غذا
زیادہ تر سورج ڈوبنے کا وقت کیا کہلاتا ہے؟,غروب آفتاب
ای میل کیا کہلاتا ہے؟,الیکٹرانک پیغام بھیجنے کا طریقہ
بخیل ہونا کیسا؟,رشتوں کو نقصان پہنچاتا ہے
اکثر آگ کیسے بجھائیں؟,پانی یا ریت سے
عام حالات میں لائبریری جانے کا فائدہ؟,کتابیں اور پرسکون ماحول
عام حالات میں صبح جلدی اٹھنے کا فائدہ؟,دن کا کام بہتر ہوتا ہے
عام حالات میں ٹریفک قوانین کیوں مانیں؟,حادثات کم ہوتے ہیں
حقیقت میں سائنس پراجیکٹ کیسے بنائیں؟,تحقیق اور تجربہ سے
عملاً ذہنی دباؤ کم کرنے کا طریقہ؟,گہری سانس اور سیر
اکثر محنت کا نتیجہ؟,کامیابی اور اطمینان
اکثر اساتذہ کا احترام کیوں؟,وہ علم دیتے ہیں
عمومی طور پر کان کی صفائی کیسے؟,احتیاط سے اور نرمی سے
اکثر کپڑے دھونے کا بہتر طریقہ؟,مناسب صابن اور پانی سے
اکثر پریزنٹیشن کیسے بنائیں؟,نقاط مرتب کر کے اور مشق کر کے
اسکینر کیا ہے؟,کاغذی دستاویز کو ڈیجیٹل بناتا ہے
اکثر ہوم ورک وقت پر کیوں؟,عادت اور سیکھنے کے لیے
عام طور پر بزرگوں کا احترام کیوں؟,تجربے کی قدر
عملاً رنگ کیسے نظر آتے ہیں؟,روشنی کی عکاسی سے
اکثر ذیابیطس کیا ہے؟,خون میں شکر کی مقدار زیادہ ہونا
صحت مند وزن کیسے رکھیں؟,متوازن غذا اور ورزش سے
حقیقت میں سائنس پڑھنے کا فائدہ؟,دنیا کو سمجھنے میں مدد ملتی ہے
اکثر صبح جلدی اٹھنے کا فائدہ؟,دن کا کام بہتر ہوتا ہے
حقیقت میں کیلنڈر کیا بتاتا ہے؟,تاریخ اور دن
زمین سورج کے گرد کتنی دیر میں چکر لگاتی ہے؟,تقریباً 365 دن میں
زیادہ تر وقت پر کام کرنے کی عادت؟,کامیابی میں مدد دیتی ہے
اکثر وٹامن سی کہاں ملتا ہے؟,پھلوں خاص طور پر مالٹے میں
عام طور پر ذیابیطس کیا ہے؟,خون میں شکر کی مقدار زیادہ ہونا
عام حالات میں قدرتی وسائل کی حفاظت کیوں؟,آنے والی نسلوں کے لیے
بارش کیسے ہوتی ہے؟,بادل میں بخارات ٹھنڈے ہو کر قطروں کی شکل میں گرتے ہیں
عمومی طور پر ذمہ داری نبھانا کیوں؟,اعتماد بڑھتا ہے
عام طور پر بلڈ پریشر کیا ہے؟,خون کی نالیوں میں دباؤ
عام طور پر باقاعدہ چیک اپ کیوں؟,بیماری جلد پہچانی جا سکتی ہے
اکثر موسم کیسے بدلتے ہیں؟,زمین کے سورج کے گرد چکر سے
عام طور پر موسم گرما میں پودوں کا خیال؟,باقاعدہ پانی دیں
اکثر رنگ کیسے نظر آتے ہیں؟,روشنی کی عکاسی سے
زیادہ تر نیند کیوں ضروری ہے؟,جسم اور دماغ کو آرام ملتا ہے
عام طور پر نظر کی کمزوری کی علامات؟,دھندلا نظر آنا
حقیقت میں دن کے وسط کو کیا کہتے ہیں؟,دوپہر
مصنوعی ذہانت کسے کہتے ہیں؟,کمپیوٹر کی انسانی سوچ کی نقل
اکثر سائنس پراجیکٹ کیسے بنائیں؟,تحقیق اور تجربہ سے
حقیقت میں تحقیق کیا ہے؟,نئی معلومات حاصل کرنے کا عمل
اکثر بارش میں نکلتے وقت کیا کریں؟,چھتری یا بارش سے بچاؤ
حقیقت میں فاسٹ فوڈ زیادہ کھانا کیسا ہے؟,صحت کے لیے نقصان دہ ہو سکتا ہے
عام طور پر پروٹین کن چیزوں میں ہے؟,انڈے، دودھ، گوشت اور دالوں میں
زیادہ تر ہاتھ دھونا کیوں ضروری ہے؟,جراثیم ختم ہوتے ہیں
حقیقت میں نقشہ کا استعمال؟,سمت اور مقام بتانے کے لیے
اکثر پڑھائی کا بہترین وقت کون سا؟,صبح کا وقت عام طور پر بہتر ہوتا ہے
عام طور پر پلاسٹک کا نقصان؟,ماحول آلودہ ہوتا ہے
عام طور پر ورزش کے فائدے کیا ہیں؟,طاقت بڑھتی ہے اور صحت بہتر ہوتی ہے
عملاً دن رات کیسے بنتے ہیں؟,زمین کے گھومنے سے
اکثر شکریہ ادا کرنا کیوں؟,قدر کرنے کا اظہار
اکثر لکھائی کی مشق کیوں؟,لکھنے کی صلاحیت بہتر ہوتی ہے
عمومی طور پر سائنس پڑھنے کا فائدہ؟,دنیا کو سمجھنے میں مدد ملتی ہے
عمومی طور پر بالوں کی دیکھ بھال کیسے؟,باقاعدہ دھونا اور صحت مند غذا
کپڑوں کی الماری ترتیب کیوں؟,آسانی اور صفائی
حقیقت میں آگ کیسے بجھائیں؟,پانی یا ریت سے
عام طور پر ماؤس کیا کام کرتا ہے؟,سکرین پر اشارہ کرنے کا آلہ
بلوٹوتھ کسے کہتے ہیں؟,بغیر تار کے آلات جوڑنے کی ٹیکنالوجی
کیلنڈر کیا بتاتا ہے؟,تاریخ اور دن
زیادہ تر دوستی کیسے نبھائیں؟,ایمانداری اور احترام سے
زیادہ تر گاڑی کا ہارن زیادہ بجانا کیسا؟,شور کی آلودگی
عملاً روزانہ کتنا پانی پینا چاہیے؟,تقریباً آٹھ گلاس
عملاً آن لائن تعلیم کا فائدہ؟,گھر بیٹھے سیکھنے کی سہولت
عام طور پر سورج نکلنے کا وقت کیا کہلاتا ہے؟,طلوع آفتاب
عام طور پر موسم کیسے بدلتے ہیں؟,زمین کے سورج کے گرد چکر سے
حقیقت میں تھرمامیٹر کیا ناپتا ہے؟,درجہ حرارت
عملاً پلاسٹک کا نقصان؟,ماحول آلودہ ہوتا ہے
اکثر بجلی کے سوئچ آف کیوں؟,بجلی کی بچت اور حفاظت
حقیقت میں ری سائیکلنگ کیا ہے؟,پرانی چیزوں کا دوبارہ استعمال
باقاعدہ چیک اپ کیوں؟,بیماری جلد پہچانی جا سکتی ہے
حقیقت میں فیکٹریوں کا دھواں نقصان دہ کیوں؟,ہوا آلودہ ہوتی ہے
حقیقت میں بلوٹوتھ کیا ہے؟,بغیر تار کے آلات جوڑنے کی ٹیکنالوجی
عمومی طور پر جغرافیہ سیکھنے کا فائدہ؟,دنیا کے بارے میں علم
زیادہ تر ہفتے کے کتنے دن؟,سات دن
حقیقت میں دوستی میں جھوٹ کیسا؟,رشتہ کمزور کرتا ہے
زیادہ تر ای میل کیا ہے؟,الیکٹرانک پیغام بھیجنے کا طریقہ
حقیقت میں ہیڈ فون کیا ہے؟,آواز سننے کا ذاتی آلہ
زیادہ تر معافی مانگنا کب؟,غلطی پر
عمومی طور پر کیلشیم کیوں ضروری ہے؟,ہڈیاں اور دانت مضبوط بناتا ہے
پلاسٹک بیگ کی جگہ کیا؟,کپڑے یا کاغذ کے تھیلے
ورزش کے بعد کیا کریں؟,کچھ دیر آرام اور پانی
گیس کا بل کیسے کم کریں؟,احتیاط سے استعمال کر کے
عملاً ایپ کیا ہے؟,موبائل یا کمپیوٹر پر چلنے والا پروگرام
وقت کی پابندی کیوں اہم؟,کام بروقت ہوتا ہے
زیادہ تر بزرگوں کا احترام کیوں؟,تجربے کی قدر
عام طور پر کھانا ضائع کیوں نہ کریں؟,وسائل کی بچت ہوتی ہے
عمومی طور پر بزرگوں کا احترام کیوں؟,تجربے کی قدر
زیادہ تر تاریخ پڑھنے کا فائدہ؟,ماضی سے سبق ملتا ہے
عمومی طور پر فاسٹ فوڈ زیادہ کھانا کیسا ہے؟,صحت کے لیے نقصان دہ ہو سکتا ہے
عام حالات میں نوٹس بنانا کیوں مفید؟,یادداشت بہتر ہوتی ہے
حقیقت میں ہوا کیسے چلتی ہے؟,درجہ حرارت کے فرق سے
اکثر پلاسٹک جلانے کا نقصان؟,زہریلی گیسیں نکلتی ہیں
زیادہ تر ری سائیکلنگ کیا ہے؟,پرانی چیزوں کا دوبارہ استعمال
اکثر بجلی سے کیسے بچیں؟,گیلے ہاتھوں سے سوئچ نہ چھویں
عملاً ہاتھ دھونا کیوں ضروری ہے؟,جراثیم ختم ہوتے ہیں
عملاً آواز کیسے سفر کرتی ہے؟,ہوا کی لہروں سے
اکثر حسد کا نقصان؟,ذہنی سکون ختم ہوتا ہے
عام طور پر تنقید قبول کرنا کیسا؟,بہتری میں مدد دیتی ہے
گاڑی کم چلانے کا فائدہ؟,آلودگی کم ہوتی ہے
عملاً وٹامن سی کہاں ملتا ہے؟,پھلوں خاص طور پر مالٹے میں
کلاؤڈ سٹوریج کسے کہتے ہیں؟,انٹرنیٹ پر ڈیٹا محفوظ رکھنے کا طریقہ
عام حالات میں گھڑی کا کام؟,وقت بتانا
زیادہ تر شمسی توانائی کیوں اچھی؟,صاف اور تجدید پذیر
عمومی طور پر پڑھائی کی روشنی کیسی ہو؟,کافی اور یکساں روشنی
حقیقت میں کچرا کہاں ڈالیں؟,مخصوص ڈسٹ بن میں
باثروم صاف رکھنے کیوں؟,جراثیم اور بدبو سے بچاؤ
انٹرنیٹ کسے کہتے ہیں؟,دنیا بھر کے کمپیوٹرز کا نیٹ ورک
عام حالات میں جنگلات کی حفاظت کیوں؟,موسمیاتی توازن کے لیے
عمومی طور پر بورڈ پر لکھنے کا فائدہ؟,دوسروں کو دکھانے میں آسان
عام طور پر صحت مند رہنے کا طریقہ کیا ہے؟,ورزش، صحت مند غذا اور نیند
اکثر اسکینر کیا ہے؟,کاغذی دستاویز کو ڈیجیٹل بناتا ہے
تحقیق کیا ہے؟,نئی معلومات حاصل کرنے کا عمل
چارجنگ کیا ہے؟,بیٹری میں بجلی بھرنا
عام طور پر کیمرہ لینس کیا کرتا ہے؟,روشنی کو فوکس کرتا ہے
عام طور پر سائنسی تجربہ کیا ہے؟,فرضیہ کی جانچ کا طریقہ
حقیقت میں وقت کی پابندی کیوں اہم؟,کام بروقت ہوتا ہے
اکثر بلوٹوتھ کیا ہے؟,بغیر تار کے آلات جوڑنے کی ٹیکنالوجی
عمومی طور پر اسپیکر کیا ہے؟,آواز باہر نکالتا ہے
اکثر آنکھوں کی حفاظت کیسے؟,زیادہ سکرین سے پرہیز اور روشنی کا خیال
زیادہ تر بارش کا پانی جمع کرنے کا فائدہ؟,پانی کی بچت
عمومی طور پر یادداشت کیسے بہتر کریں؟,دہرائی اور اچھی نیند سے
حقیقت میں سبزیاں کیوں کھانی چاہییں؟,وٹامنز اور فائبر ملتے ہیں
عمومی طور پر کیڑے مار ادویات کا استعمال؟,احتیاط سے اور ضرورت پر
گھر کی صفائی کیوں؟,صحت اور خوشگوار ماحول
زیادہ تر قطب نما کیا بتاتا ہے؟,سمتیں
اکثر کیمرہ لینس کیا کرتا ہے؟,روشنی کو فوکس کرتا ہے
حقیقت میں سمارٹ فون کیا کرتا ہے؟,بات چیت، انٹرنیٹ اور ایپس چلانے کا آلہ
عمومی طور پر محنت کا نتیجہ؟,کامیابی اور اطمینان
عام طور پر آگ کیسے بجھائیں؟,پانی یا ریت سے
عام طور پر گھر میں پودے کیوں لگائیں؟,ماحول صاف اور خوبصورت ہوتا ہے
عمومی طور پر تعاون کرنے کا فائدہ؟,کام آسان ہو جاتا ہے
زیادہ تر پانی کا ٹینک صاف کیوں رکھیں؟,صحت مند پانی کے لیے
عملاً گاڑی کم چلانے کا فائدہ؟,آلودگی کم ہوتی ہے
عام طور پر گاڑی کا ہارن زیادہ بجانا کیسا؟,شور کی آلودگی
گھر کا بجٹ کیسے بنائیں؟,آمدن اور اخراجات لکھیے
حقیقت میں وٹامن ڈی کہاں سے ملتا ہے؟,سورج کی روشنی اور کچھ غذاؤں سے
روشنی کس رفتار سے سفر کرتی ہے؟,روشنی بہت تیز رفتار سے سفر کرتی ہے
کچرا الگ کیوں کریں؟,ری سائیکلنگ آسان ہوتی ہے
عمومی طور پر کمپوسٹ کیا ہے؟,قدرتی کھاد بنانے کا طریقہ
عمومی طور پر مصنوعی ذہانت کیا ہے؟,کمپیوٹر کی انسانی سوچ کی نقل
حقیقت میں بخیل ہونا کیسا؟,رشتوں کو نقصان پہنچاتا ہے
سورج کی توانائی کا فائدہ؟,صاف اور لامحدود توانائی
زیادہ تر کپڑے دھونے کا بہتر طریقہ؟,مناسب صابن اور پانی سے
عام حالات میں سورج کی توانائی کا فائدہ؟,صاف اور لامحدود توانائی
مثبت کردار کیسے؟,اچھے اخلاق اور ذمہ داری سے
عمومی طور پر موبائل ڈیٹا کیا ہے؟,موبائل نیٹ ورک سے انٹرنیٹ
عمومی طور پر صبح جلدی اٹھنے کا فائدہ؟,دن کا کام بہتر ہوتا ہے
حقیقت میں گروپ اسٹڈی کا فائدہ؟,ایک دوسرے سے سیکھنے میں مدد
عملاً دودھ کے کیا فائدے ہیں؟,ہڈیاں مضبوط بناتا ہے
عمومی طور پر پانی کا ٹینک صاف کیوں رکھیں؟,صحت مند پانی کے لیے
اکثر کھڑکیوں پر جالی کیوں؟,کیڑوں سے بچاؤ
عمومی طور پر روشنی کس رفتار سے سفر کرتی ہے؟,روشنی بہت تیز رفتار سے سفر کرتی ہے
حقیقت میں داंत صاف رکھنے کا طریقہ؟,روزانہ برش کرنا چاہیے
حقیقت میں جغرافیہ سیکھنے کا فائدہ؟,دنیا کے بارے میں علم
حقیقت میں لکھنے کی مشق کیوں؟,خیالات واضح ہوتے ہیں
عام حالات میں صبر کیوں ضروری؟,بہتر فیصلے ہوتے ہیں
